,title,date,episode,rating
0,의사요한,"2019년 7월 19일
","제1회
","6.0%
"
1,의사요한,"2019년 7월 19일
","제1회
","8.4%
"
2,의사요한,"2019년 7월 20일
","제2회
","7.0%
"
3,의사요한,"2019년 7월 20일
","제2회
","10.1%
"
4,의사요한,"2019년 7월 26일
","제3회
","7.7%
"
5,의사요한,"2019년 7월 26일
","제3회
",12.3%
6,의사요한,"2019년 7월 27일
","제4회
","8.0%
"
7,의사요한,"2019년 7월 27일
","제4회
","11.2%
"
8,의사요한,"2019년 8월 2일
","제5회
","8.5%
"
9,의사요한,"2019년 8월 2일
","제5회
","10.8%
"
10,의사요한,"2019년 8월 3일
","제6회
","6.9%
"
11,의사요한,"2019년 8월 3일
","제6회
","9.2%
"
12,의사요한,"2019년 8월 9일
","제7회
","7.9%
"
13,의사요한,"2019년 8월 9일
","제7회
","10.3%
"
14,의사요한,"2019년 8월 10일
","제8회
","7.3%
"
15,의사요한,"2019년 8월 10일
","제8회
","10.1%
"
16,의사요한,"2019년 8월 16일
","제9회
","7.2%
"
17,의사요한,"2019년 8월 16일
","제9회
","9.2%
"
18,의사요한,"2019년 8월 17일
","제10회
","6.5%
"
19,의사요한,"2019년 8월 17일
","제10회
","9.4%
"
20,의사요한,"2019년 8월 23일
","제11회
","7.5%
"
21,의사요한,"2019년 8월 23일
","제11회
","9.2%
"
22,의사요한,"2019년 8월 24일
","제12회
",5.5%
23,의사요한,"2019년 8월 24일
","제12회
","8.0%
"
24,의사요한,"2019년 8월 30일
","제13회
","7.2%
"
25,의사요한,"2019년 8월 30일
","제13회
","8.6%
"
26,의사요한,"2019년 8월 31일
","제14회
",5.5%
27,의사요한,"2019년 8월 31일
","제14회
","8.8%
"
28,의사요한,"2019년 9월 6일
","제15회
","6.3%
"
29,의사요한,"2019년 9월 6일
","제15회
","8.1%
"
30,의사요한,"2019년 9월 7일
","제16회
","6.7%
"
31,의사요한,"2019년 9월 7일
","제16회
","10.2%
"
