,title,date,episode,rating
0,세상에서 제일 예쁜 내 딸,"2019년 3월 23일
","제1회
","22.6%
"
1,세상에서 제일 예쁜 내 딸,"2019년 3월 23일
","제2회
","26.6%
"
2,세상에서 제일 예쁜 내 딸,"2019년 3월 24일
","제3회
","24.0%
"
3,세상에서 제일 예쁜 내 딸,"2019년 3월 24일
","제4회
","28.2%
"
4,세상에서 제일 예쁜 내 딸,"2019년 3월 30일
","제5회
","22.0%
"
5,세상에서 제일 예쁜 내 딸,"2019년 3월 30일
","제6회
","26.6%
"
6,세상에서 제일 예쁜 내 딸,"2019년 3월 31일
","제7회
","25.0%
"
7,세상에서 제일 예쁜 내 딸,"2019년 3월 31일
","제8회
","29.6%
"
8,세상에서 제일 예쁜 내 딸,"2019년 4월 6일
","제9회
","21.9%
"
9,세상에서 제일 예쁜 내 딸,"2019년 4월 6일
","제10회
","26.2%
"
10,세상에서 제일 예쁜 내 딸,"2019년 4월 7일
","제11회
","24.8%
"
11,세상에서 제일 예쁜 내 딸,"2019년 4월 7일
","제12회
","30.1%
"
12,세상에서 제일 예쁜 내 딸,"2019년 4월 13일
","제13회
","21.2%
"
13,세상에서 제일 예쁜 내 딸,"2019년 4월 13일
","제14회
","26.0%
"
14,세상에서 제일 예쁜 내 딸,"2019년 4월 14일
","제15회
","26.2%
"
15,세상에서 제일 예쁜 내 딸,"2019년 4월 14일
","제16회
","30.5%
"
16,세상에서 제일 예쁜 내 딸,"2019년 4월 20일
","제17회
","22.2%
"
17,세상에서 제일 예쁜 내 딸,"2019년 4월 20일
","제18회
","25.2%
"
18,세상에서 제일 예쁜 내 딸,"2019년 4월 21일
","제19회
","26.3%
"
19,세상에서 제일 예쁜 내 딸,"2019년 4월 21일
","제20회
","32.1%
"
20,세상에서 제일 예쁜 내 딸,"2019년 4월 27일
","제21회
","22.9%
"
21,세상에서 제일 예쁜 내 딸,"2019년 4월 27일
","제22회
","28.1%
"
22,세상에서 제일 예쁜 내 딸,"2019년 4월 28일
","제23회
","25.9%
"
23,세상에서 제일 예쁜 내 딸,"2019년 4월 28일
","제24회
","30.8%
"
24,세상에서 제일 예쁜 내 딸,"2019년 5월 4일
","제25회
",19.5%
25,세상에서 제일 예쁜 내 딸,"2019년 5월 4일
","제26회
","24.8%
"
26,세상에서 제일 예쁜 내 딸,"2019년 5월 5일
","제27회
","23.4%
"
27,세상에서 제일 예쁜 내 딸,"2019년 5월 5일
","제28회
","29.3%
"
28,세상에서 제일 예쁜 내 딸,"2019년 5월 11일
","제29회
","22.3%
"
29,세상에서 제일 예쁜 내 딸,"2019년 5월 11일
","제30회
","26.9%
"
30,세상에서 제일 예쁜 내 딸,"2019년 5월 12일
","제31회
","26.6%
"
31,세상에서 제일 예쁜 내 딸,"2019년 5월 12일
","제32회
","32.6%
"
32,세상에서 제일 예쁜 내 딸,"2019년 5월 18일
","제33회
","23.0%
"
33,세상에서 제일 예쁜 내 딸,"2019년 5월 18일
","제34회
","28.2%
"
34,세상에서 제일 예쁜 내 딸,"2019년 5월 19일
","제35회
","27.4%
"
35,세상에서 제일 예쁜 내 딸,"2019년 5월 19일
","제36회
","33.1%
"
36,세상에서 제일 예쁜 내 딸,"2019년 5월 25일
","제37회
","23.4%
"
37,세상에서 제일 예쁜 내 딸,"2019년 5월 25일
","제38회
","28.2%
"
38,세상에서 제일 예쁜 내 딸,"2019년 5월 26일
","제39회
","25.9%
"
39,세상에서 제일 예쁜 내 딸,"2019년 5월 26일
","제40회
","32.5%
"
40,세상에서 제일 예쁜 내 딸,"2019년 6월 1일
","제41회
","22.9%
"
41,세상에서 제일 예쁜 내 딸,"2019년 6월 1일
","제42회
","28.5%
"
42,세상에서 제일 예쁜 내 딸,"2019년 6월 2일
","제43회
","26.9%
"
43,세상에서 제일 예쁜 내 딸,"2019년 6월 2일
","제44회
","33.0%
"
44,세상에서 제일 예쁜 내 딸,"2019년 6월 8일
","제45회
","22.1%
"
